grouping_title,bib_uri,NDLBibID,title_full,title_main,title_transcription,title_alternative,creators_name,creators_transcription,publisher_name,publisher_transcription,publisher_location,date,issued,ndc_raw,subjects_free,language,extent,material_type,access_rights,rights,audience,see_also,iiif_manifest,thumbnail,approx_count
北辺随筆,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390355#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390356#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390357#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390358#material,,北辺随筆 初篇1; 北辺随筆 初篇2; 北辺随筆 初篇3; 北辺随筆 初篇4,北辺随筆,キタノベズイヒツ,,富士谷成元∥著,フジタニナリハル,銭屋〓四郎,ゼニヤソウシロウ,京都,1819(文政2),1819-01-01,914.5,,jpn,"26cm; 2,43丁; 26cm; 34丁; 26cm; 36丁; 26cm; 37丁",図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390355; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390356; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390357; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390358,,,4
北遊詩草,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB112724187#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB112724188#material,,北遊詩草 上; 北遊詩草 下,北遊詩草,ホクユウシソウ,,大窪詩仏∥著,"オオクボ,シブツ",,,,1822(文政5)年,1822-01-01,919,月明文庫 ゲツメイブンコ,jpn,"22×15cm; 3,24丁; 22×15cm; 33丁",図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B112724187; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B112724188,,,2
北道遊簿,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283590#material,000003283590; 000003283590,北道遊簿 : 2巻,北道遊簿 : 2巻,ホクドウ ユウボ,,"長戸, 得斎, 1802-1854","ナガト, トクサイ, 1802-1854",須原屋源助,,江戸,天保10(1839)序,1839,915; 919.5,紀行,jpn,2冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283590; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283590,,,1
北野霊験二葉之梅,https://ndlsearch.ndl.go.jp/books/R100000124-I000002668#material,,北野霊験二葉之梅 6巻,北野霊験二葉之梅 6巻,キタノ レイゲン フタバ ノ ウメ,,栗杖亭鬼卵著 ; 一峰齋馬圓画,リツジョウテイ キラン イッポウサイ バエン,"秋田屋太右衛門, 山田屋嘉右衛門, 河内屋嘉助, 播磨屋重郎兵衛, 鶴屋金助, 伏見屋半三郎",,,文化10 [1813],1813,913.56,,,,和古書; 書写資料,インターネット公開,CC-BY; http://www.archives.kyoto.jp/?page_id=7238; CC BY（表示）,一般,http://www.archives.kyoto.jp/websearchpe/detail?cls=152_old_books_catalog&pkey=0000002815,,http://www.archives.kyoto.jp/websearchpe/rest/media/M?cls=150_media_old_books&pkey=0000488011,1
十二番歌合,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283394#material,000003283394; 000003283394,十二番歌合 : 寛保元年八月於荷田在満家,十二番歌合 : 寛保元年八月於荷田在満家,ジュウニバン ウタアワセ,十二番歌合寛保元年八月於荷田在満家; 荷田在満家歌合,"賀茂, 真淵, 1697-1769","カモ, マブチ, 1697-1769",英平吉,,[江戸],文化7(1810)序,1810,911.18,歌合 ウタアワセ; 歌集,jpn,1冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283394; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283394,,,1
十評発句集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389712#material,,十評発句集,十評発句集,ジッピョウホックシュウ,,松露庵烏明∥著,ショウロアンウメイ,橘屋治兵衛,タチバナヤジヘエ,京都,1801(享和1),1801-01-01,911.3,,jpn,23cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389712,,,1
千々廼屋集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283390#material,000003283390; 000003283390,千々廼屋集 : 3巻,千々廼屋集 : 3巻,チジノヤ シュウ,,"千草, 有功, 1799-1854","チグサ, アリコト, 1799-1854",鶯蛙園文庫,,,安政2(1855),1855,911.15,歌集,jpn,3冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283390; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283390,,,1
千々迺屋集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283738#material,000003283738; 000003283738,千々迺屋集 : 初編3巻,千々迺屋集 : 初編3巻,チジノヤ シュウ,,"千草, 有功, 1799-1854","チグサ, アリコト, 1799-1854",鴬蛙園文庫,,,安政2(1855),1855,911.158,歌集,jpn,3冊 (合1冊) ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283738; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283738,,,1
千両幟,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110460145#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110460146#material,,千両幟 2編; 千両幟 3編,千両幟,センリョウノボリ,,楽亭西馬∥作歌川国郷∥画,ラクテイサイバウタガワクニサト,,,,安政5,,913.58,,jpn,18cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110460145; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110460146,,,2
千本桜後日仇討,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001724225#material,,千本桜後日仇討 上,千本桜後日仇討,センボンザクラゴニチノアダウチ,,五風亭貞虎墨川亭雪麿,ゴフウテイサダトラボクセンテイユキマロ,栄久堂,エイキュウドウ,江戸,天保七(1836),1836-01-01,913.57,,jpn,18×12cm; 10丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001724225,,,1
千紅万紫,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279640#material,000003279640; 000003279640,千紅万紫 : 初集,千紅万紫 : 初集,センコウ バンシ,,"大田, 南畝, 1749-1823","オオタ, ナンポ, 1749-1823",岡田屋嘉七,,東都,文化14(1817)後序,1817,911.19,狂歌,jpn,1冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003279640; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279640,,,1
千鳥のあと,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284494#material,000003284494; 000003284494,千鳥のあと,千鳥のあと,チドリ ノ アト,千鳥の跡; ちとりのあと,"中臣, 親満, 文政頃","ナカトミ, チカミツ, ブンセイ ゴロ",中島春臣 写,,,文政8(1825),1825,911.107,和歌∥作歌用書 ワカ∥サッカヨウショ; 歌学; 書道,jpn,1冊 ; 18cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284494; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284494,,,1
南北太平記図会,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001754702#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001754703#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001754704#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001754705#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001754706#material,,南北太平記図会 3篇1巻之13; 南北太平記図会 3篇2巻之14上; 南北太平記図会 3篇3巻之14下; 南北太平記図会 3篇4巻之15上; 南北太平記図会 3篇5巻之15下,南北太平記図会,ナンボクタイヘイキズエ,,堀経信∥編菱川雪艇∥画,"ホリ,ツネノブヒシカワ,キヨハル",群王堂河内屋,グンオウドウカワウチヤ,大阪,[1861],1861-01-01,913.5,,jpn,"26cm; 11丁,52丁; 26cm; 1丁,32丁; 26cm; 1丁,36丁; 26cm; 1丁,40丁; 26cm; 1丁,44丁",図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001754702; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001754703; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001754704; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001754705; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001754706,,,5
南園雑集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB108802472#material,,南園雑集,南園雑集,ナンエンザッシュウ,,河崎則翼∥著撰,"カワサキ,ノリスケ",河崎則翼(写),カワサキ/ノリスケ,加賀,1835,1835-01-01,919,,jpn,24cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B108802472,,,1
南柯乃夢,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279720#material,000003279720; 000003279720,南柯乃夢 : 2巻,南柯乃夢 : 2巻,ナンカ ノ ユメ,銀雞一睡南柯乃夢,"畑, 銀鶏, 1796-1870; 歌川, 貞広","ハタ, ギンケイ, 1796-1870; ウタガワ, サダヒロ",,,,[江戸末期],1800,914,随筆,jpn,2冊 ; 22cm,和古書,,,,http://id.ndl.go.jp/bib/000003279720; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279720,,,1
南畝莠言,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000472#material,,南畝莠言 2巻,南畝莠言 2巻,ナンポ ユウゲン,,"大田, 南畝; 文宝亭, 文宝","オオタ, ナンポ; ブンポウテイ, ブンポウ",角丸屋甚助,,,1817,1817,914.5,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000472; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000472.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000472/117957.tiff/full/90,/0/default.jpg",1
即席噺,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284331#material,000003284331; 000003284331,即席噺. 第2編,即席噺,ソクセキバナシ,,"月亭, 生瀬, 江戸末期; 長谷川, 貞信 1世, 1809-1879","ゲッテイ, セイライ, エド マッキ; ハセガワ, サダノブ 1セイ, 1809-1879",,,,弘化3(1846)序,1846,913.59,咄本,jpn,1冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003284331; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284331,,,1
去来抄,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389676#material,,去来抄,去来抄,キョライショウ,,向井去来,"ムカイ,キョライ",幽皇舎鶯暁,,,1845(弘化2)序,1845-01-01,911.3,,jpn,26cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389676,,,1
参考伊勢物語,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283422#material,000003283422; 000003283422,参考伊勢物語 : 2巻,参考伊勢物語 : 2巻,サンコウ イセ モノガタリ,,"屋代, 弘賢, 1758-1841","ヤシロ, ヒロカタ, 1758-1841",,,,文化10(1813)序,1813,913.3,物語; 考証,jpn,2冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283422; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283422,,,1
取方必用冠附芦わけ道,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000562#material,,取方必用冠附芦わけ道 2巻,取方必用冠附芦わけ道 2巻,トリカタ ヒツヨウ カムリズケ アシワケミチ,冠附蘆わけ道; カムリズケ アシワケミチ,"其流斎, 亀貫; 四徳庵, 梅州","キリュウサイ, キカン; シトクアン, バイシュウ",秋田屋市五郎,,,1833,1833,911.49,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000562; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000562.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000562/137200.tiff/full/90,/0/default.jpg",1
口豆飯茶番楽屋,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279702#material,000003279702; 000003279702,口豆飯茶番楽屋,口豆飯茶番楽屋,クチマメメシ チャバン ガクヤ,口まめ,"桜川, 慈悲成, 1762-1833; 歌川, 国直, 1793-1854","サクラガワ, ジヒナリ, 1762-1833; ウタガワ, クニナオ, 1793-1854",,,,[江戸後期],1800,913.55,滑稽本,jpn,1冊 ; 19cm,和古書,,,,http://id.ndl.go.jp/bib/000003279702; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279702,,,1
古人五百題句集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389723#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389724#material,,古人五百題句集 [1] 春之部夏之部; 古人五百題句集 [2] 秋之部冬之部,古人五百題句集,コジンゴヒャクダイクシュウ,,松露庵∥編,ショウロアン,青雲堂,セイウンドウ,江戸,1839(天保10),1839-01-01,911.3,,jpn,16cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389723; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389724,,,2
古今和歌六帖標注,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110380226#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110380227#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110380228#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110380229#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110380230#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110380231#material,,古今和歌六帖標注 1巻; 古今和歌六帖標注 2巻; 古今和歌六帖標注 3巻; 古今和歌六帖標注 4巻; 古今和歌六帖標注 5巻; 古今和歌六帖標注 6巻,古今和歌六帖標注,コキンワカロクジョウヒョウチュウ,,山本明清∥著,ヤマモトアキキヨ,芸行書林,ゲイコウショリン,江戸,天保14,,911.135,,jpn,27cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110380226; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110380227; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110380228; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110380229; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110380230; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110380231,,,6
古今和歌集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283051#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284192#material,000003283051; 000003283051; 000003284192; 000003284192,古今和歌集 : 20巻,古今和歌集 : 20巻,コキン ワカシュウ,,"紀, 貫之, -946","キノ, ツラユキ, -946",吉野屋仁兵衛; 秋田屋太右衛門 [ほか],,大阪; 皇都,嘉永1(1848); 文政9(1826),1826; 1848,911.1351; 911.13; 911.1351,和歌∥歌集 ワカ∥カシュウ; 和歌; 和歌∥歌集 ワカ∥カシュウ; 歌集,jpn,2冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283051; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283051; http://id.ndl.go.jp/bib/000003284192; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284192,,,1
古今和歌集序,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457876#material,,古今和歌集序,古今和歌集序,コキンワカシュウジョ,,紀貫之∥著,キノツラユキ,,,,安政6写,,911.1,,jpn,26cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457876,,,1
古今和歌集正義,https://ndlsearch.ndl.go.jp/books/R100000002-I000003282944#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283298#material,000003282944; 000003282944; 000003283298; 000003283298,"古今和歌集正義 : 6巻; 古今和歌集正義. 総論,序,巻第1～3",古今和歌集正義; 古今和歌集正義 : 6巻,コキン ワカシュウ セイギ,,"香川, 景樹, 1768-1843","カガワ, カゲキ, 1768-1843",出雲寺文次郎 [ほか]; 河南儀兵衛 [ほか],,京都; 皇都,天保6(1835); 天保6～嘉永2(1835～1849),1835; 1849,911.13; 911.1351,古今和歌集∥評釈 コキンワカシュウ∥ヒョウシャク; 和歌; 注釈,jpn,6冊 ; 26cm; 9冊 ; 25cm,和古書,,,,http://id.ndl.go.jp/bib/000003282944; https://ndlsearch.ndl.go.jp/books/R100000002-I000003282944; http://id.ndl.go.jp/bib/000003283298; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283298,,,2
古今集三鳥三木弁,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284490#material,000003284490; 000003284490,古今集三鳥三木弁 : 草稿,古今集三鳥三木弁 : 草稿,コキンシュウ サンチョウ サンボク ベン,,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",写,,,文政13(1830),1830,911.1351,古今和歌集 コキンワカシュウ; 和歌 ワカ; 歌学,jpn,1冊 ; 24cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284490; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284490,,,1
古今集序考,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284562#material,000003284562; 000003284562,古今集序考; 合写:古今哥集序考別記 賀茂真淵記,古今集序考,コキンシュウ ジョ コウ,古今哥集序考別記,"賀茂, 真淵, 1697-1769","カモ, マブチ, 1697-1769",中島広足 写,,,文化13(1816),1816,911.1351,古今和歌集 コキンワカシュウ; 歌集,jpn,1冊 ; 27cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284562; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284562,,,2
古今集遠鏡,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284491#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389522#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389523#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389524#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389525#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389526#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389527#material,000003284491; 000003284491,"古今集遠鏡 1; 古今集遠鏡 2; 古今集遠鏡 3; 古今集遠鏡 4; 古今集遠鏡 5; 古今集遠鏡 6; 古今集遠鏡. 巻1～7,9～20",古今集遠鏡,コキンシュウ トオカガミ; コキンシュウトオカガミ,古今和歌集遠鏡; 頭書古今和歌集遠鏡,"本居, 宣長, 1730-1801; 山崎, 美成, 1796-1856; 本居宣長∥著","モトオリ, ノリナガ, 1730-1801; ヤマザキ, ヨシナリ, 1796-1856; モトオリノリナガ",丁字屋平兵衛 [ほか]; 永楽屋東四郎,エイラクヤトウシロウ,名古屋; 江戸,1816(文化13); 天保14(1843),1816-01-01; 1843,911.1; 911.1351,古今和歌集 コキンワカシュウ; 和歌; 注釈,jpn,"1冊 ; 18cm; 26cm; 1冊; 26cm; 35丁; 26cm; 44丁; 26cm; 46丁; 26cm; 47丁; 26cm; 63,6丁",和古書; 図書; 和古書,,,一般,http://id.ndl.go.jp/bib/000003284491; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284491; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389522; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389523; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389524; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389525; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389526; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389527,,,7
